C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_40_829.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_40_829.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_40_829.jpg,0,1,0,20.21971
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_40_898.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_40_898.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_40_898.jpg,0,1,0,20.72859
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_40_967.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_40_967.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_40_967.jpg,0,1,0,21.54439
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_034.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_034.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_034.jpg,0,1,0,22.19072
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_102.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_102.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_102.jpg,0,1,0,22.97025
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_172.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_172.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_172.jpg,0,1,0,23.54294
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_241.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_241.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_241.jpg,0,1,0,24.32436
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_310.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_310.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_310.jpg,0,1,0,24.90593
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_377.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_377.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_377.jpg,0,1,0,25.48102
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_447.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_447.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_447.jpg,0,1,0,26.24355
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_514.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_514.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_514.jpg,0,1,0,26.81135
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_583.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_583.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_583.jpg,0,1,0,27.56298
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_652.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_652.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_652.jpg,0,1,0,28.12276
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_720.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_720.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_720.jpg,0,1,0,28.86385
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_788.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_788.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_788.jpg,0,1,0,29.41581
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_855.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_855.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_855.jpg,0,1,0,29.96437
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_924.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_924.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_924.jpg,0,1,0,30.19035
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_41_992.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_41_992.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_41_992.jpg,-0.1,1,0,30.18765
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_42_061.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_42_061.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_42_061.jpg,-0.3,1,0,30.16926
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_42_129.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_42_129.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_42_129.jpg,-0.45,1,0,30.15147
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_42_197.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_42_197.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_42_197.jpg,0,1,0,30.18567
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_42_265.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_42_265.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_42_265.jpg,0,1,0,30.18895
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_42_332.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_42_332.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_42_332.jpg,0,1,0,30.18993
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_42_400.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_42_400.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_42_400.jpg,-0.05,1,0,30.19009
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_42_467.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_42_467.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_42_467.jpg,-0.2,1,0,30.18176
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_42_535.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_42_535.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_42_535.jpg,0,1,0,30.19053
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_42_602.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_42_602.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_42_602.jpg,0,1,0,30.19015
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_42_672.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_42_672.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_42_672.jpg,0,1,0,30.19027
C:\Users\Salim\Desktop\Hubb\IMG\center_2019_06_16_00_36_42_739.jpg,C:\Users\Salim\Desktop\Hubb\IMG\left_2019_06_16_00_36_42_739.jpg,C:\Users\Salim\Desktop\Hubb\IMG\right_2019_06_16_00_36_42_739.jpg,0,1,0,30.19031
